botid,date(mmddyy),time(hhmmss),press(dbar),theta(ITS-90),sigma(kg/m3),temp(ITS-90),csal(PSS-78),coxy(umol/kg),bsal(PSS-78),boxy(umol/kg),dic(umol/kg),ph,alk(ueq/kg),phos(umol/kg),pH,Aragonite,Calcite
290200611,81091,95321,117.7,22.4793,24.186,22.503,35.1367,218.3,35.1333,217.7,1986.2,-9,2315,0.07,8.127,3.629,5.544
290200608,81091,95016,153.1,21.5682,24.512,21.5981,35.2288,203.4,35.2281,203.7,2010.8,-9,2314,0.1,8.098,3.347,5.126
290200606,81091,94757,181.1,20.53,24.79,20.5642,35.2223,202.1,35.222,198.2,2025.1,-9,2320,0.15,8.098,3.247,4.987
290200603,81091,94408,208.6,19.4373,25.01,19.4752,35.1319,195.5,35.1328,193.7,2036.8,-9,2316,-9,8.089,3.074,4.736
300200114,91791,143644,2193.8,1.7582,27.694,1.9096,34.6301,93.9,34.6303,93.6,2359.2,-9,2414,2.81,7.807,0.956,1.520
300200109,91791,140443,3191.9,1.2676,27.763,1.503,34.6713,-9,34.6705,130.4,2337.3,-9,2417,2.61,7.892,1.130,1.797
300200102,91791,130042,4727,1.0997,27.788,1.5012,34.6884,154.4,34.6876,153.6,2323.7,-9,2413,2.48,7.922,1.201,1.910
300200407,91891,23555,409.7,9.9934,26.279,10.041,34.1366,187.2,34.1359,186.2,2108.3,-9,2251,1.22,7.961,1.651,2.599
300200406,91891,23308,505.8,7.4411,26.62,7.4907,34.0645,117.7,34.063,126.8,2190.1,-9,2272,2.01,7.823,1.138,1.798
300200405,91891,23010,604.1,6.1649,26.853,6.2187,34.1412,61.2,34.1438,62.5,2245.5,-9,2300,2.63,7.750,0.940,1.489
300200401,91891,21840,996.8,3.9964,27.371,4.0724,34.4777,42.5,-9,42.2,2338.2,-9,2375,3.04,7.717,0.839,1.331
300200513,91891,55406,121.8,22.4016,24.228,22.426,35.1625,213.3,35.1624,212.2,1990.2,-9,2312,0.09,8.117,3.553,5.429
300200506,91891,54755,176.2,20.5482,24.781,20.5815,35.2166,201,35.2161,198.2,2022.4,-9,2310,0.14,8.087,3.169,4.868
300200504,91891,54513,199.9,19.6813,24.962,19.7179,35.1527,196.5,35.1588,194.7,2037.2,-9,2310,0.2,8.075,3.009,4.632
300200615,91891,82714,11.3,26.3226,22.957,26.3251,35.0333,214.9,-9,204.4,1962.5,-9,2305,0.06,8.094,3.854,5.823
300200614,91891,82658,11.3,26.3262,22.956,26.3287,35.0331,215,35.0336,202.9,1961.8,-9,2306,-9,8.096,3.873,5.851
300200612,91891,82414,31.1,26.2735,22.969,26.2804,35.0278,216.6,35.0377,203.1,1960.7,-9,2301,0.06,8.092,3.828,5.784
300200610,91891,82113,50.8,26.2559,22.972,26.2673,35.0252,214.9,35.0265,205.5,1960.4,-9,2305,0.06,8.098,3.875,5.855
310200116,102091,215808,2002.2,1.9502,27.669,2.0881,34.6174,86.4,34.6201,86.9,2362.1,-9,2413,2.86,7.792,0.931,1.479
310200314,102191,50043,224.7,16.066,25.52,16.1017,34.7233,199.9,34.7217,199.4,2044,-9,2282,0.39,8.073,2.609,4.055
310200312,102191,45806,249.1,14.2117,25.741,14.2481,34.481,196.1,34.4822,194.5,2062,-9,2268,0.6,8.041,2.277,3.554
310200307,102191,44913,399.8,9.5536,26.35,9.5988,34.1341,194.7,34.1356,192.4,2113.4,-9,2273,1.25,8.008,1.805,2.843
310200306,102191,44502,506.9,7.3841,26.624,7.4336,34.0596,135.1,34.0582,133,2189.2,-9,2277,1.97,7.842,1.184,1.872
310200305,102191,43944,604,5.7252,26.889,5.777,34.1169,-9,-9,-9,2238.7,-9,2295,-9,7.771,0.967,1.532
310200303,102191,43113,807.3,4.589,27.197,4.6528,34.338,30,34.3435,28.2,2331.3,-9,2343,3.02,7.626,0.691,1.097
310200302,102191,42632,907,4.2218,27.307,4.2917,34.4266,35.4,34.4277,33.8,2341.4,-9,2357,3.03,7.644,0.714,1.133
310200301,102191,42053,1033.2,3.8503,27.395,3.9281,34.4885,43.6,34.4881,42.3,2345.1,-9,2368,3.03,7.673,0.755,1.199
310200415,102191,75327,114.6,21.9436,24.331,21.9662,35.1284,209.4,35.1282,211.7,2007,-9,2314,0.11,8.100,3.396,5.197
310200410,102191,74916,150.5,19.7599,24.96,19.7875,35.1776,221.4,35.1796,220.8,2015,-9,2313,0.09,8.117,3.262,5.021
310200408,102191,74716,175,18.4288,25.212,18.4594,35.0609,209.4,35.0636,209.1,2030,-9,2306,-9,8.102,3.023,4.668
310200406,102191,74503,199.6,17.3097,25.374,17.3431,34.9138,211.6,34.891,209.4,2032,-9,2296,0.25,8.100,2.883,4.466
310200517,102191,104221,6.6,26.8975,22.6,26.899,34.7999,202.6,34.8009,200.5,1944.7,-9,2288,-9,8.092,3.877,5.849
310200514,102191,104001,27.1,26.8951,22.601,26.9013,34.8008,202.7,34.7992,199.4,1943.2,-9,2291,-9,8.099,3.926,5.923
310200513,102191,103902,35.9,26.8859,22.624,26.8941,34.8277,-9,-9,201.8,1947,-9,2290,0.09,8.091,3.872,5.842
310200512,102191,103810,46.5,26.7041,22.77,26.7146,34.9443,203.9,34.9455,206.8,1957,-9,2298,0.07,8.088,3.847,5.807
310200511,102191,103710,61.3,26.3071,22.976,26.3209,35.0516,206.8,35.0441,207.2,1963,-9,2309,0.06,8.099,3.892,5.880
310200510,102191,103606,76.8,24.7563,23.469,24.7728,35.0715,213.5,35.0587,218.8,1971,-9,2307,0.06,8.106,3.750,5.692
310200508,102191,103421,97.4,23.0955,24.036,23.1154,35.1707,219,35.1634,218.4,1987,-9,2312,0.05,8.112,3.600,5.490
320200113,120591,173132,1997.4,1.9713,27.668,2.1091,34.6182,-9,-9,88.3,2365.4,-9,2421,2.83,7.807,0.965,1.533
320200108,120591,165800,3083.9,1.2806,27.762,1.5055,34.6708,128.7,-9,130.5,2340.9,-9,2421,2.61,7.893,1.135,1.804
320200415,120691,40918,224.4,16.0706,25.515,16.1062,34.7183,198.9,34.7286,196.8,2050.3,-9,2280,0.44,8.057,2.528,3.928
320200411,120691,40324,304.7,11.8654,26.054,11.9048,34.278,204.4,34.2778,205,2078.7,-9,2268,0.88,8.042,2.096,3.288
320200407,120691,35737,398.2,9.3133,26.379,9.3576,34.1203,176.9,34.1107,175.8,2134.3,-9,2264,1.45,7.935,1.537,2.422
320200406,120691,35409,498.4,7.3546,26.637,7.4031,34.0699,122.6,34.0697,121.9,2201.6,-9,2273,2.04,7.791,1.060,1.676
320200403,120691,34358,797.1,4.5947,27.208,4.6577,34.3527,37.2,34.3509,32.3,2326.1,-9,2329,3.01,7.596,0.643,1.021
320200512,120691,64650,99.2,22.3411,24.313,22.3609,35.2524,227.5,35.2517,223.3,2000.5,-9,2316,0.07,8.106,3.487,5.328
320200507,120691,64145,153.7,19.1751,25.068,19.2027,35.1194,202.9,35.123,202.9,2043.7,-9,2306,0.19,8.064,2.896,4.464
320200505,120691,63938,178,17.9081,25.264,17.9386,34.96,198.9,34.9604,200.4,2049.3,-9,2301,0.3,8.066,2.773,4.289
320200503,120691,63728,201.7,16.6549,25.441,16.6877,34.7987,200.9,34.8005,198.3,2045.8,-9,2302,0.38,8.096,2.802,4.348
320200612,120691,90247,6.6,25.7401,23.049,25.7416,34.9135,211.7,34.9124,228.9,1954,-9,2300,0.1,8.111,3.878,5.871
320200609,120691,90013,24.3,25.7513,23.044,25.7567,34.9111,211.7,34.9122,221,1957.5,-9,2295,0.09,8.098,3.787,5.734
320200608,120691,85852,35.7,25.7548,23.045,25.7627,34.9146,211.7,34.9158,220,1958.3,-9,2294,0.09,8.095,3.768,5.704
320200605,120691,85605,75.4,23.8235,23.725,23.8393,35.042,219,35.0307,220.9,1982.9,-9,2305,0.11,8.099,3.586,5.459
330200116,-9,-9,1993.8,1.902,27.674,2.0384,34.6186,87.1,34.6202,88.4,2367.9,-9,2418,2.79,7.790,0.927,1.474
330200104,-9,-9,4396.4,1.1112,27.786,1.4735,34.6867,-9,-9,152.9,2331.4,-9,2418,2.48,7.914,1.183,1.881
330200311,-9,-9,327.4,10.7682,26.183,10.808,34.186,179.3,34.1869,181.4,2107.7,-9,2257,1.27,7.965,1.717,2.699
330200308,-9,-9,463.6,7.8282,26.599,7.8748,34.1082,125,34.1067,125.6,2191.8,-9,2279,1.95,7.833,1.183,1.869
330200306,-9,-9,603.5,5.7804,26.986,5.8326,34.2475,35.7,34.248,32.9,2299,-9,2311,2.83,7.611,0.690,1.092
330200305,-9,-9,700.6,5.2662,27.118,5.3246,34.3365,30,34.3349,27.4,2317.8,-9,2330,2.94,7.618,0.694,1.099
330200303,-9,-9,895.3,4.1504,27.317,4.2189,34.4294,37.4,34.4299,36.4,2338.6,-9,2363,3.01,7.674,0.764,1.212
330200301,-9,-9,1026.2,3.6666,27.425,3.7424,34.5039,44.2,34.5043,50.5,2346.5,-9,2370,3,7.678,0.759,1.204
330200411,-9,-9,115.5,22.6712,24.113,22.6946,35.1117,209.1,35.1089,208.5,2000.8,-9,2313,0.1,8.098,3.464,5.290
330200407,-9,-9,152.1,20.0266,24.882,20.0548,35.1674,201.4,35.1602,201.1,2029.5,-9,2317,0.18,8.094,3.164,4.867
330200405,-9,-9,177.5,18.0648,25.172,18.0953,34.8898,184.7,34.9023,184.6,2054.3,-9,2296,0.4,8.046,2.676,4.138
330200403,-9,-9,198,17.6118,25.285,17.6453,34.8933,190.4,34.8931,191,2053.2,-9,2295,0.37,8.053,2.670,4.134
330200513,-9,-9,5.8,24.2474,23.57,24.2486,35.0026,209.4,35.0024,210.2,1967.1,-9,2307,0.07,8.121,3.781,5.749
330200510,-9,-9,26.3,24.2438,23.57,24.2494,35.002,209,35.0029,210.2,1967.4,-9,2305,0.07,8.118,3.756,5.711
330200509,-9,-9,36.4,24.2419,23.571,24.2496,35.0019,209.7,35.0037,209.8,1966.2,-9,2306,0.07,8.121,3.779,5.747
330200508,-9,-9,46.7,24.2378,23.573,24.2477,35.0027,209.6,35.0043,210,1967.7,-9,2306,0.07,8.119,3.764,5.723
330200507,-9,-9,62,24.1302,23.641,24.1433,35.0505,210.3,35.039,210.3,1967.5,-9,2307,0.06,8.122,3.772,5.737
330200506,-9,-9,77.4,23.9577,23.738,23.974,35.1111,211.4,35.1094,210.9,1971.5,-9,2310,0.04,8.121,3.758,5.717
340201001,21592,61332,1005.5,3.9607,27.365,4.0371,34.4652,40.4,34.468,-9,2343.7,-9,2353,3.02,7.626,0.679,1.078
340201110,21592,94129,118.3,21.9446,24.408,21.968,35.2296,206.7,35.2228,205,2006.8,-9,2321,-9,8.109,3.470,5.310
340201107,21592,93826,153.1,20.5151,24.887,20.544,35.3439,205.9,35.344,202.9,2010.3,-9,2334,0.13,8.143,3.539,5.435
340201103,21592,93323,204.8,19.8599,25.072,19.8977,35.3583,203.4,35.3605,203.3,2033.5,-9,2327,0.14,8.103,3.220,4.953
340201218,21592,130358,5.7,22.9807,23.956,22.9818,35.0225,213,-9,-9,1974.7,-9,2307,-9,8.128,3.675,5.609
340201215,21592,130132,31.3,23.0052,24.034,23.0116,35.134,213.4,-9,-9,1978.7,-9,2317,-9,8.134,3.738,5.704
340201213,21592,125951,37.6,23.0049,24.039,23.0126,35.1413,213,35.1404,221,1978.8,-9,2311,0.07,8.125,3.671,5.601
340201212,21592,125848,47.8,22.9998,24.043,23.0095,35.144,213.2,-9,210.4,1979.5,-9,2312,-9,8.126,3.676,5.608
340201211,21592,125659,63.9,22.9772,24.054,22.9903,35.1501,212.9,35.1536,215.7,1982.4,-9,2313,0.07,8.123,3.655,5.577
340201210,21592,125447,77.3,22.9789,24.056,22.9947,35.1538,213.2,35.1544,209.9,1982.2,-9,2314,0.07,8.124,3.668,5.597
340201208,21592,125117,91.8,22.9714,24.057,22.9902,35.1519,213,-9,212.5,1978.9,-9,2315,-9,8.131,3.713,5.666
350200114,-9,-9,252.6,16.1843,25.506,16.2247,34.7402,-9,-9,195.5,2043.6,-9,2283,0.43,8.074,2.624,4.076
350200108,-9,-9,503.1,7.8502,26.596,7.9011,34.1087,128.6,-9,-9,2185.5,-9,2270,-9,7.831,1.175,1.857
350200211,-9,-9,121.2,22.8069,24.076,22.8315,35.1142,204.7,35.1129,207.1,1995.1,-9,2315,0.11,8.108,3.546,5.412
350200207,-9,-9,152.8,21.3436,24.517,21.3732,35.154,198.5,35.1544,199.9,2016.6,-9,2314,0.17,8.092,3.286,5.037
350200203,-9,-9,203.4,18.8178,25.094,18.8539,35.0347,196.8,35.0322,191.5,2034.8,-9,2308,0.31,8.090,3.000,4.629
350200311,-9,-9,7.2,23.9347,23.509,23.9362,34.8001,210.2,34.7963,213.5,1958.6,-9,2291,0.14,8.119,3.695,5.626
350200309,-9,-9,26.4,23.8221,23.617,23.8276,34.8987,212.6,34.9003,212.7,1963.2,-9,2297,0.12,8.121,3.707,5.644
350200308,-9,-9,37.2,23.7973,23.672,23.805,34.9616,210,34.9602,211.2,1973.4,-9,2301,0.11,8.110,3.643,5.546
350200307,-9,-9,47.3,23.7247,23.698,23.7345,34.9672,210.1,34.9708,213.1,1967.9,-9,2304,0.11,8.124,3.730,5.680
350200303,-9,-9,99.1,23.0393,23.979,23.0595,35.0744,212.7,35.0735,208.8,1984.3,-9,2308,0.11,8.112,3.586,5.472
360200413,-9,-9,229,15.8537,25.543,15.8897,34.6902,192.9,34.6931,195,2056.5,7.915,2290,0.46,8.067,2.567,3.991
360200411,-9,-9,253.9,14.5497,25.703,14.5873,34.5251,193.1,34.5253,192.9,2066.2,7.882,2270,0.61,8.030,2.260,3.525
360200518,-9,-9,29.5,23.5528,23.836,23.5589,35.0838,212.9,35.0836,213.6,1976.6,8.074,2306,0.09,8.114,3.654,5.566
360200514,-9,-9,78.5,22.2477,24.326,22.2633,35.2339,218.3,35.2348,218,1989.1,8.065,2318,0.07,8.129,3.622,5.537
360200512,-9,-9,99.2,21.7867,24.474,21.8062,35.2589,215.9,35.2561,216.5,1997.8,8.058,2324,0.08,8.131,3.588,5.492
360200510,-9,-9,119.6,21.2409,24.6,21.264,35.2261,217.1,35.2305,212,2008.7,8.038,2318,0.1,8.112,3.404,5.218
360200507,-9,-9,154,19.4165,25.005,19.4444,35.1185,-9,-9,194.9,2040.8,7.974,2307,0.24,8.068,2.938,4.526
360200505,-9,-9,182,17.8625,25.279,17.8936,34.9647,194.9,34.9582,196.6,2047.4,7.954,2300,0.29,8.069,2.780,4.301
360200503,-9,-9,203.1,16.7652,25.425,16.7985,34.8112,194.1,34.8124,194.9,2055.3,7.928,2289,0.39,8.052,2.579,4.000
370200111,60892,194706,3005.2,1.3236,27.756,1.5418,34.6676,-9,-9,124.7,2346.1,7.536,2422,2.61,7.880,1.104,1.756
370200106,60892,192022,3989.8,1.1352,27.782,1.4516,34.6837,147.2,34.6822,147.6,2330.8,7.572,2412,2.5,7.898,1.140,1.813
370200311,60992,35839,282,12.0014,26.01,12.0381,34.2547,179.3,34.2609,173.4,2073.8,-9,2272,1.07,8.059,2.180,3.420
370200306,60992,34400,503.5,6.3848,26.743,6.4301,34.038,99.7,34.0382,95.8,2234.4,7.473,2290,2.37,7.753,0.948,1.501
370200301,60992,32518,1035.2,3.7542,27.408,3.8314,34.4927,45.4,34.4903,43.8,2345.9,7.387,2375,3.04,7.695,0.792,1.257
370200422,60992,71743,4.7,25.8415,22.948,25.8425,34.8216,179,34.8238,206.3,1957.2,8.098,2306,-9,8.114,3.919,5.932
370200418,60992,71302,34.6,25.1871,23.247,25.1946,34.9503,208.1,34.947,211.3,1965.5,-9,2301,0.08,8.102,3.756,5.695
370200416,60992,71021,59.6,23.6813,23.803,23.6937,35.0888,217.7,35.0881,217.2,1974.2,-9,2306,0.08,8.116,3.681,5.606
370200415,60992,70851,74.9,22.9507,24.038,22.966,35.1189,216.6,35.1168,215.4,1985,8.084,2312,0.09,8.118,3.619,5.522
370200413,60992,70602,94.9,22.209,24.261,22.2279,35.1344,209.1,35.1328,209.4,1998.8,8.059,2313,0.11,8.108,3.473,5.311
370200411,60992,70317,113.4,21.561,24.459,21.5831,35.1567,201.8,35.1552,204.8,2010.5,8.041,2312,0.15,8.096,3.331,5.102
370200410,60992,70139,124.5,21.2923,24.537,21.3164,35.1616,198.7,35.1609,202.5,2016.1,-9,2313,0.16,8.092,3.280,5.027
370200408,60992,65839,148.3,20.2637,24.75,20.2914,35.0757,189.8,35.0804,191,2034.4,7.996,2320,0.26,8.088,3.154,4.848
370200404,60992,65146,202.8,16.1665,25.462,16.1988,34.6789,175.9,34.6842,177.2,2064.3,7.891,2284,0.59,8.035,2.435,3.783
380200106,70492,145348,3997.3,1.1418,27.782,1.4593,34.6839,147,34.6839,147,2332,7.579,2422,2.52,7.924,1.209,1.923
380200515,70592,53833,228.4,17.7955,25.288,17.8345,34.955,193.8,34.9551,198.1,2041.3,7.968,2303,0.28,8.086,2.870,4.441
380200506,70592,52539,504,7.3888,26.675,7.4381,34.1246,102.7,34.1224,98.6,2219.6,7.512,2284,2.21,7.766,1.013,1.602
380200501,70592,51047,1026.3,3.8453,27.396,3.9226,34.4894,45.7,34.4912,44,2341.6,7.393,2383,3.02,7.735,0.869,1.379
380200622,70592,83712,8.6,25.4783,23.298,25.4802,35.1368,183.9,-9,-9,1976.8,8.098,2311,-9,8.091,3.748,5.677
380200621,70592,83656,8.7,25.4754,23.299,25.4773,35.1367,184.5,-9,206.4,1977,-9,2317,0.06,8.099,3.811,5.772
380200618,70592,83455,28.4,25.1771,23.409,25.1833,35.1617,204.5,35.1606,210.1,1975.7,-9,2317,0.05,8.106,3.816,5.785
380200616,70592,83332,48.5,23.7768,23.844,23.7869,35.1806,216.4,35.1874,220.9,1980.8,8.093,2313,0.04,8.113,3.688,5.614
380200615,70592,83238,63.5,23.3752,23.991,23.3883,35.2194,219.6,-9,222,1977.6,-9,2322,0.04,8.136,3.808,5.802
380200614,70592,83151,78.1,23.0539,24.092,23.0699,35.2288,220,35.2285,221.4,1982.9,8.093,2318,0.04,8.127,3.703,5.648
380200612,70592,83018,97.5,22.3578,24.302,22.3773,35.2435,218,35.2398,219.4,1993,-9,2316,0.05,8.118,3.563,5.446
380200610,70592,82805,118.1,21.78,24.469,21.8032,35.2497,213.9,35.2484,213.9,2004.7,-9,2317,0.07,8.109,3.444,5.271
380200609,70592,82709,129.3,21.4653,24.549,21.4905,35.2397,209.2,35.2402,208.4,2008.8,8.054,2321,0.08,8.113,3.439,5.269
380200605,70592,82338,178.1,20.2107,24.854,20.244,35.1946,198.2,35.1935,197.4,2026.2,8.015,2314,0.17,8.092,3.168,4.870
380200603,70592,82123,200.2,19.4035,25.026,19.4398,35.1414,195,35.148,195.5,2043.9,7.995,2311,0.21,8.068,2.949,4.543
390200312,80592,31539,278.9,12.3544,25.964,12.3915,34.2824,190.6,34.2812,190.4,2081.6,7.823,2262,0.84,8.015,2.017,3.161
390200301,80592,25057,1023.5,4.0086,27.385,4.0869,34.4971,44.8,34.4988,44.3,2340.6,7.397,2368,3.03,7.686,0.781,1.240
390200912,80592,203611,3003.8,1.3434,27.753,1.5618,34.6652,122.2,34.6656,124.1,2360.6,7.535,2420,2.64,7.828,0.988,1.571
390200907,80592,201141,4005.5,1.1402,27.781,1.4585,34.6833,149.6,34.6833,148,2329.1,7.573,2420,2.5,7.927,1.216,1.933
390201218,80692,90714,128.8,21.3172,24.562,21.3422,35.2036,200.7,35.2021,202.2,2018.4,8.041,2320,0.1,8.098,3.330,5.104
390201216,80692,90554,153.5,19.9077,24.891,19.936,35.1375,190.3,35.1371,-9,2036.7,7.996,2317,0.21,8.084,3.091,4.756
390201214,80692,90422,178.8,19.0818,25.057,19.1139,35.0744,190.5,35.0737,190.4,2048.5,7.974,2305,0.23,8.055,2.838,4.376
390201210,80692,90116,231.4,16.0669,25.493,16.1037,34.6883,187.6,34.6874,187.9,2059.8,7.911,2287,0.45,8.051,2.508,3.898
390201316,80692,112648,9.9,26.0922,22.951,26.0944,34.9296,204.7,34.9304,205.1,1957.2,8.111,2297,0.06,8.096,3.820,5.777
390201312,80692,112443,31.1,26.095,22.949,26.102,34.9279,204.8,34.9316,-9,1957.1,8.108,2296,0.06,8.094,3.810,5.762
390201311,80692,112430,31,26.0951,22.949,26.102,34.9277,204.9,34.9328,205.1,1958.9,8.101,2294,0.05,8.089,3.770,5.701
390201310,80692,112346,40.3,26.0849,22.954,26.0939,34.9294,204.9,34.9296,205.1,1954.7,8.111,2293,0.05,8.094,3.802,5.750
390201309,80692,112307,49.3,24.8304,23.409,24.841,35.0218,211.3,35.0174,215.7,1965.7,8.101,2300,0.07,8.104,3.732,5.664
390201308,80692,112220,64.8,23.7952,23.764,23.8088,35.0814,216.8,35.0794,216.5,1977.5,8.09,2312,0.06,8.118,3.716,5.656
390201306,80692,112029,92.1,22.3567,24.276,22.3751,35.2085,218.3,35.2055,214.9,1994.9,-9,2321,0.06,8.123,3.599,5.501
400200117,-9,-9,2199.4,1.7668,27.695,1.9189,34.632,94.9,34.6322,96.1,2358.5,-9,2416,2.75,7.816,0.975,1.550
400200112,-9,-9,3203.4,1.2856,27.763,1.5226,34.6724,127.2,34.6711,129.2,2345.3,7.546,2423,2.56,7.885,1.118,1.778
400200107,-9,-9,3998.5,1.1418,27.782,1.4594,34.6842,146.1,34.6836,146.2,2329.9,7.573,2417,2.5,7.915,1.186,1.886
400200515,-9,-9,225.5,17.4376,25.333,17.4755,34.8999,195.5,34.8854,194.5,2051.4,7.958,2287,0.35,8.045,2.604,4.032
400200513,-9,-9,250.4,16.1233,25.509,16.1632,34.7262,194.1,34.7284,195.3,2037.9,7.931,2280,0.44,8.081,2.648,4.114
400200506,-9,-9,499.9,7.5229,26.636,7.5722,34.099,118,34.099,118.6,2210.3,7.561,2302,2.04,7.849,1.223,1.934
400200501,-9,-9,1022.9,3.9629,27.371,4.0408,34.4734,45,34.4746,42.2,2351.9,7.393,2354,2.99,7.602,0.645,1.023
400200621,-9,-9,15.6,26.3213,22.979,26.3248,35.0607,204.2,35.0601,204.9,1967.8,8.113,2311,0.05,8.094,3.864,5.838
400200618,-9,-9,35.4,26.2478,22.997,26.2557,35.0547,204.1,35.055,205.7,1963.9,8.112,2303,0.06,8.090,3.815,5.765
400200617,-9,-9,45.4,26.1897,23.013,26.1999,35.0513,204.7,35.0506,206,1965.9,-9,2306,0.05,8.092,3.826,5.783
400200616,-9,-9,60.5,25.9075,23.099,25.9209,35.0494,208,35.0585,208.1,1970,-9,2310,-9,8.095,3.822,5.781
400200615,-9,-9,74.7,24.6569,23.509,24.6729,35.0841,213.8,35.0873,214.6,1976.8,-9,2306,0.06,8.097,3.677,5.583
400200614,-9,-9,82.8,23.95,23.743,23.9674,35.1147,214.4,35.118,214.8,1987,-9,2323,0.06,8.115,3.740,5.690
400200612,-9,-9,94,23.1861,23.99,23.2054,35.1459,214.1,35.1463,213.5,1991.9,-9,2317,0.08,8.110,3.607,5.499
400200610,-9,-9,115,22.4271,24.24,22.4502,35.1877,207.8,35.1891,204.4,2009.7,-9,2313,0.12,8.085,3.365,5.142
400200609,-9,-9,124.8,22.1541,24.329,22.179,35.2035,201.8,35.2036,201.5,2007.8,-9,2314,0.16,8.094,3.389,5.182
400200605,-9,-9,160.4,21.1218,24.609,21.1527,35.1944,202.9,35.1908,198.7,2025.7,-9,2313,0.17,8.078,3.179,4.875
400200603,-9,-9,184.2,19.4976,24.979,19.5311,35.112,-9,-9,198.5,2033.1,-9,2309,0.21,8.084,3.037,4.678
410200112,-9,-9,2995.9,1.3517,27.756,1.5696,34.6699,123.3,34.6698,123.8,2351,-9,2417,2.64,7.848,1.032,1.642
410200103,-9,-9,4498.9,1.1093,27.788,1.4837,34.6893,152,34.6889,151.7,2329.2,-9,2425,2.5,7.940,1.255,1.996
410200514,-9,-9,226.5,16.0921,25.473,16.1281,34.6701,186.8,34.6661,185.4,2062.8,-9,2288,0.49,8.047,2.490,3.869
410200507,-9,-9,399.8,9.8522,26.302,9.8982,34.1352,187.9,34.1372,189,2116.2,-9,2260,1.23,7.965,1.663,2.619
410200506,-9,-9,502.5,7.6054,26.588,7.6552,34.0529,143.7,34.0539,148,2178.8,-9,2262,1.83,7.826,1.146,1.812
410200505,-9,-9,604.7,5.5507,26.892,5.6017,34.094,64.1,34.0933,66,2271.8,-9,2298,2.64,7.664,0.762,1.207
410200503,-9,-9,800,4.506,27.244,4.5687,34.3865,30.6,34.3864,29.4,2337,-9,2346,3.05,7.617,0.678,1.076
410200501,-9,-9,1019.3,3.9281,27.389,4.0054,34.4919,43,34.4924,42.3,2344.7,-9,2360,3.04,7.646,0.712,1.130
410200621,-9,-9,8.5,26.5364,22.936,26.5384,35.0941,-9,-9,203.2,1965.5,-9,2307,0.04,8.088,3.847,5.808
410200618,-9,-9,24.7,26.4425,22.98,26.448,35.1132,203.6,35.1116,203.4,1966.2,-9,2307,0.03,8.088,3.837,5.794
410200617,-9,-9,34.6,26.4204,22.992,26.4282,35.1199,204,35.1185,203.6,1965.3,-9,2309,0.02,8.093,3.868,5.841
410200616,-9,-9,44.7,26.3959,23.002,26.406,35.1235,204.4,35.1195,204,1965.5,-9,2305,0.02,8.087,3.821,5.771
410200615,-9,-9,59.7,24.6282,23.465,24.641,35.0155,221.7,35.0278,223.1,1973.6,-9,2306,0.05,8.103,3.712,5.637
410200614,-9,-9,74.7,23.4374,23.809,23.4528,35.0023,221.9,34.9974,221.2,1982.5,-9,2305,0.07,8.106,3.584,5.463
410200612,-9,-9,95.8,22.3333,24.246,22.3525,35.1608,205.9,35.154,206.7,2003.7,-9,2305,0.09,8.085,3.340,5.105
410200610,-9,-9,115,21.6236,24.473,21.6461,35.1975,200.4,35.1914,199.7,2012.4,-9,2309,0.12,8.087,3.280,5.022
410200609,-9,-9,125,21.1717,24.585,21.1958,35.1813,195.4,35.1778,197.1,2019.8,-9,2313,0.15,8.087,3.240,4.967
410200605,-9,-9,175.7,19.2791,25.028,19.3108,35.1024,192.8,35.0992,192.7,2043.2,-9,2307,0.22,8.065,2.913,4.489
410200603,-9,-9,201.7,18.1923,25.21,18.2272,34.9813,193.3,34.9805,190.7,2045.3,-9,2295,0.3,8.059,2.754,4.257
420200111,-9,-9,125,22.4373,24.209,22.4624,35.1509,-9,35.0872,211,1998.8,8.068,2329,0.12,8.127,3.649,5.577
420200109,-9,-9,150,21.5291,24.488,21.5583,35.1831,-9,35.1782,205.5,2020.9,8.05,2316,0.12,8.085,3.267,5.005
420200107,-9,-9,175,20.5088,24.779,20.5418,35.2003,-9,35.1872,202,2020.3,-9,2319,0.15,8.106,3.285,5.046
420200105,-9,-9,200,19.4475,25.026,19.4838,35.1564,-9,35.1706,197,2036.5,7.989,2322,0.2,8.099,3.137,4.832
420200103,-9,-9,225,18.7516,25.17,18.7914,35.1118,-9,35.1101,195.8,2040.9,-9,2309,0.23,8.081,2.947,4.548
420200212,-9,-9,5,25.6502,22.977,25.6513,34.781,-9,34.7732,203.9,1946.7,8.111,2285,0.11,8.104,3.792,5.744
420200211,-9,-9,15,25.6544,22.975,25.6577,34.7811,-9,34.7811,205.4,1947.3,-9,2289,0.11,8.109,3.830,5.802
420200210,-9,-9,25,25.6502,22.977,25.6557,34.7814,-9,34.7785,205.5,1947,8.109,2287,0.1,8.106,3.811,5.773
420200208,-9,-9,45,25.6454,22.98,25.6553,34.7838,-9,34.7749,203.8,1948.2,-9,2288,0.1,8.106,3.810,5.771
420200207,-9,-9,60,25.4268,23.184,25.44,34.965,-9,34.7917,204,1948.3,-9,2289,0.1,8.108,3.806,5.767
420200206,-9,-9,75,25.396,23.193,25.4124,34.9637,-9,34.8289,204.5,1948.9,-9,2293,0.1,8.113,3.843,5.824
